true_label,predicted_label,video_name,label_dataset
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part11,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part12,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part17,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part6,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-09_59_25_33_1.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part11,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part12,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part17,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part18,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part19,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part20,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part21,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part22,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part23,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part24,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part25,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part6,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_0.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part15,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part17,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part18,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part19,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part20,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part21,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part22,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part6,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s2_face_2019-04-08-16_09_44_33_1.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part11,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part12,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part15,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part17,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part18,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part19,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part6,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_0.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_1.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_1.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part11,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part12,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part15,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part18,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-02-09_08_46_33_2.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_0.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part11,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part15,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part17,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part18,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_1.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part10,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part12,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part13,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part14,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part15,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part16,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part5,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part6,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part7,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part8,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_2.avi_part9,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_3.avi_part1,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_3.avi_part2,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_3.avi_part3,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_3.avi_part4,phonecall_DMD
phonecall,normal,gZ-33(File27)_s4_face_2019-04-03-09_22_03_33_3.avi_part5,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part1,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part10,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part11,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part12,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part13,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part14,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part15,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part16,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part18,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part19,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part2,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part20,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part21,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part22,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part23,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part3,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part4,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part5,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part6,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part7,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part8,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_0.avi_part9,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part1,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part11,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part12,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part14,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part2,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part3,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part4,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part5,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part6,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part7,phonecall_DMD
phonecall,normal,gZ-37(File31)_s2_face_2019-04-08-15_45_15_37_1.avi_part9,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part1,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part10,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part11,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part12,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part13,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part14,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part15,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part2,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part3,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part4,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part5,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part6,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part7,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part8,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_0.avi_part9,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part1,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part10,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part11,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part13,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part14,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part15,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part2,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part3,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part4,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part5,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part7,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part8,phonecall_DMD
phonecall,normal,gZ-37(File31)_s4_face_2019-04-03-15_40_42_37_1.avi_part9,phonecall_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part1,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part2,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part3,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part4,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part5,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part6,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part7,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part8,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_1.avi_part9,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part1,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part10,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part11,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part2,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part3,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part4,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part5,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part6,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part7,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part8,text_DMD
text,normal,gE-28(File18)_s2_face_2019-03-15-10_12_30_28_2.avi_part9,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part1,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part2,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part3,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part4,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part5,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part6,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part7,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_0.avi_part8,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part1,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_2.avi_part2,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_3.avi_part1,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_3.avi_part2,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_3.avi_part3,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_3.avi_part4,text_DMD
text,normal,gE-28(File18)_s4_face_2019-03-21-10_19_50_28_3.avi_part5,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part1,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part2,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part3,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part4,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part5,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_0.avi_part6,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part1,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part2,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part3,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part4,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part5,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_1.avi_part6,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part1,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part2,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part3,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part4,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part5,text_DMD
text,normal,gF-22(File21)_s2_face_2019-03-04-14_47_01_22_2.avi_part6,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part1,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part2,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part3,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part4,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part5,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part6,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part7,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_0.avi_part8,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part1,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part2,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part3,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part4,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part5,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part6,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part7,text_DMD
text,normal,gF-22(File21)_s2_face_2019-04-09-11_41_13_22_1.avi_part8,text_DMD
text,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part1,text_DMD
text,normal,gF-22(File21)_s4_face_2019-03-20-09_53_15_22_0.avi_part2,text_DMD
